,theproduct,theCommenturl,who,star,thetime,location,SKU,comment,helpful,sku
1256,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Felipe Castaãuela Robledo,4.0,2021-08-20 00:00:00,墨西哥,,"Muy buen equipo, los materiales son de plástico sencillo pero por dentro un excelente equipo. La webcam a diferencia de las de su gama estar aceptable a buena para video conferencias.
La recomiendo mucho, no doy 5 estrellas porque no tiene usb tipo c y por los materiales pero el hardware súper bueno",0,
1257,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,José Dorantes,5.0,2021-11-17 00:00:00,墨西哥,,"La computadora a menos de 14-15 es muy buena. Tanto que la compramos dos veces para mi novia y para mí. Tiene buen tamaño, va muy bien para el trabajo, el teclado es particularmente cómodo y los materiales aunque son completamente plásticos se sienten de muy buena calidad. La carga es rápida y tiene un uso decente de la batería. La pantalla y el brillo es bastante bueno sin ser impresionante y la actualización de windows 11 le ha ido bastante bien.",0,
1258,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Carmen Gonzalez,4.0,2022-04-01 00:00:00,墨西哥,,No es de pantalla táctil y el teclado viene en ingles. Eso no viene en la descripción del producto,0,
1259,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Carlos Gonzalez Valdez,3.0,2022-05-15 00:00:00,墨西哥,,"Materiales de buena calidad buena relación precio calidad, MALA información del vendedor PC hecha para USA el teclado físico la distribución en en INGLÉS, lo que dificulta para los que usamos el teclado en español, no responde mensajes quiero factura sigo esperando respuesta.",0,
1260,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Francisco Segura,4.0,2022-01-26 00:00:00,墨西哥,,"Todas las características del equipo coincidieron, excepto la pantalla. No es IPS Full HD 1920 x 1080. La resolución es menor.",0,
1261,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Eréndira,1.0,2023-03-14 00:00:00,墨西哥,,"A los dos meses de haberla comprado me empezó a aparecer el mensaje de Alerta de TPM, sin embargo, aun lograba funcionar y ahorita ya no tiene audio. Deberían dar una garantía para cambio o devolución, en un mes no es posible que puedan aparecer este tipo de fallas y no soy le primera persona que lo ha reportado. No conviene comprar la computadora con este proveedor!",0,
1262,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Heriberto Guerra Ortega,3.0,2021-08-04 00:00:00,墨西哥,,"Mi analisis es mas tecnico ya que me dedico a reparar computadoras.

Lo que me gusto:
Peso liviano y delgada
Material plástico
Pantalla de buen tamaño
Teclado comodo

Lo que no me gusto:
Tiene un ventilador abajo al centro, deberas levantar un poco la laptop ya que si no se calientara demasiado.
Ventilador suena un poco
La pantalla a pesar de ser grande sus colores son opacos
Me Costo trabajo encontrar los drivers del disco duro al usar acronis software para respaldar nunca detecto el. Disxo duro.",27,
1263,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alvaro S.,5.0,2022-03-05 00:00:00,墨西哥,,"La peor laptop qué he comprado, estoy super arrepentido, a los 3 meses se rompió por completo la pantalla porque las bisagras se despegaron de la tapa de la pantalla por estar reseca, nadie me respondió por la garantía así como igual dejo de funcionar el panel, jamás la recomendaria",0,
1264,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Christian Jesús Adriano Martínez,3.0,2021-08-24 00:00:00,墨西哥,,"Muy buena Laptop, llego bien en tiempo y forma, nueva de paquete todo original, lo único que apesta es la pesima atención del vendedor, 2 veces le pedi factura y nunca me atendio, espero no tener que usar garantia por que estoy seguro q no te atienden, solo por eso coloco 3 estrellas, ya que no me dio opcion a calificar al vendedor",3,
1265,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gringo on Earth,3.0,2022-03-05 00:00:00,墨西哥,,"La laptop es rápida y buena, sin embargo la batería le dura solo 3 horas con uso contínuo",0,
1266,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ALEXIE,5.0,2022-02-20 00:00:00,墨西哥,,Tiene teclado en inglés (no trae Ñ). Tiene Windows 10 en inglés. La utilizo para desarrollar con Visual Studio 2022 y esta bastante rápida. El único punto en contra es que la batería le tarda unas 3 horas solamente.,0,
1267,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Aldo I.,5.0,2022-02-22 00:00:00,墨西哥,,"Muy buenas carácteristicas y desempeño, incluso para tareas y programas pesados, OJO: tiene teclado en inglés pero no tengo problema, y en mi caso tampoco tiene el puerto USB tipo C que se anuncia.",0,
1268,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Gio de haro,3.0,2022-02-18 00:00:00,墨西哥,,"Rendimiento bien
Materiales de plástico muy chafitas",0,
1269,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cliente de Amazon,5.0,2022-04-28 00:00:00,墨西哥,,"Tengo 4 meses con ella, y ya se descompuso, le he dado un uso normal, me gustaría saber si tiene algún tipo de garantía.",1,
1270,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,maria l.,1.0,2022-09-15 00:00:00,墨西哥,,"La computadora dejó de funcionar a los 3 meses de uso MÍNIMO. Resultó que venía con la tarjeta madre dañada y otro problema con la imagen en pantalla. 2 problemas serios para un producto nuevo. Al hacer la reclamación, el vendedor contestó de forma grosera e irónica, argumentando que había pasado el mes para hacer devoluciones y que ahora ese era mi problema (lo cual me parece que un mes para hacer devoluciones de un producto de esa magnitud es una burla).",0,
1271,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brenda,4.0,2022-01-21 00:00:00,墨西哥,,,1,
1272,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ricardo rosillo,3.0,2021-09-29 00:00:00,墨西哥,,Desafortunadamente me la robaron y no la pude usar mucho :(,0,
1273,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Victorico Rios,3.0,2021-08-19 00:00:00,墨西哥,,El equipo tiene muy buenas características pero lamentablemente lo tuve que devolver pues me toco uno con un ruido exagerado del ventilador.,1,
1274,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ricardo Martínez Merlo,5.0,2022-01-29 00:00:00,墨西哥,,La computadora es funcional sin embargo la batería no dura mucho y el cableado parece genérico por lo que creo que es una computadora reacondicionada.,0,
1275,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,DAVID ALONSO ESTRADA VAZQUEZ,2.0,2022-05-31 00:00:00,墨西哥,,"En la Descripción del producto indica que la resolución de pantalla es Full HD (1920 x 1080), pero la realidad es que la resolucion es HD (1366 x 768)",0,
1276,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Juan,5.0,2021-10-08 00:00:00,墨西哥,,"Es una laptop muy rapida y ligera que permite una mayor movilidad.
Habia supuesto que incluia el Office de Microsoft ya precargado y fue un incoveniente que no lo trajera. Solamente incluye el Windows 10.",0,
1277,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bernardo B,5.0,2022-02-02 00:00:00,墨西哥,,"Había revisado otras opciones y no había encontrado una en el precio de esta con 12 GB de RAM, buena compra.",0,
1278,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ismael Mendoza Ventura,1.0,2022-07-20 00:00:00,墨西哥,,"Estos equipos están teniendo un problema que se necesita cambiar la tarjeta madre, y la única forma de ejercer la garantía es en Estados Unidos porque allá están registrados los equipos. Yo hable a soporte técnico de Dell y lo único que me sugieren que es haga mi registro de propiedad, para ver si así pueden darme alguna clase de soporte técnico. Mala experiencia.",1,
1279,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,José Alberto Hernandez,5.0,2021-10-20 00:00:00,墨西哥,,"La he utilizado 1 mes para ofimatica y algún juego de bajos requisitos, ha funcionado perfecto, incluso puedes conectar una gráfica externa y utilizarla para juegos AAA.",1,
1280,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Elizabeth Flores de la Rosa,5.0,2022-01-14 00:00:00,墨西哥,,"Me gustó mucho, es de un buen tamaño. La pantalla es fenomenal y rapidísima como deseaba",0,
1281,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Samuel Hernandez Flores,5.0,2022-03-27 00:00:00,墨西哥,,Fue lo que esperaba 👍,0,
1282,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Daniel Martinez,5.0,2021-09-19 00:00:00,墨西哥,,"Se le puede añadir teclado español México
Y si se puede escribir la ñ
Solo que modifica algunas simbologías del teclado",0,
1283,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fran,5.0,2022-04-25 00:00:00,墨西哥,,Excelente,0,
1284,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Patricia Calcaneo G,5.0,2022-02-28 00:00:00,墨西哥,,Me ha gustado este producto,0,
1285,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Eber Julian Reyes Rios,5.0,2021-08-24 00:00:00,墨西哥,,"La verdad llego super rápido, y es un excelente equipo muy eficiente para cualquier tipo de programa 10 de 10 :3",0,
1286,Dell 戴爾 Inspiron 15 3000 15.6 吋 Full HD 第 11 代 Intel Core i5-1135G7 12GB 256GB SSD 筆記型電腦,https://www.amazon.com/-/zh_TW/Inspiron-Intel-i5-1135G7-256GB-%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6/product-reviews/B095RZ62BX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Desire,1.0,2022-07-10 00:00:00,墨西哥,,"No recomiendo estos equipos, compré dos hace seis meses y siempre que pide una actualización el equipo queda inservible durante días o semanas enviando un error, nadie te ayuda en dell y tampoco los que te la venden, NO RECOMIENDO QUE COMPREN ESTE EQUIPO.",0,
1287,"Dell 戴爾 24 螢幕 - P2422H - Full HD 1080p,IPS 技術,ComfortView Plus 技術",https://www.amazon.com/-/zh_TW/Dell-%E6%88%B4%E7%88%BE-24-%E8%9E%A2%E5%B9%95-ComfortView/product-reviews/B096T36G8L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,LK,4.0,2023-02-28 00:00:00,美國,,"The ON LED is at the bottom and is supper small so unless sitting next to monitor it is hard to know if it is on (and asleep).
There is joystick type thing on the back for settings and works really poorly. I spend more time messing up settings then changing them.
There is also very little bezel around it and I don't like it. I wish it was thicker as in current form it seems to be messing with my eyes a bit.

There seems to be need to fix something about the way it displays but I am not sure what that is and playing with settings I can only make it worse. Still it seems to be somewhat minor and after 1 day of usage monitor it appears to be good value for the money",0,樣式: 監視器
1288,"Dell 戴爾 24 螢幕 - P2422H - Full HD 1080p,IPS 技術,ComfortView Plus 技術",https://www.amazon.com/-/zh_TW/Dell-%E6%88%B4%E7%88%BE-24-%E8%9E%A2%E5%B9%95-ComfortView/product-reviews/B096T36G8L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Roopesh Pavithran,4.0,2023-05-13 00:00:00,美國,,Came with a damaged cable and a tape was used to cover it,1,樣式: 監視器
1289,"Dell 戴爾 24 螢幕 - P2422H - Full HD 1080p,IPS 技術,ComfortView Plus 技術",https://www.amazon.com/-/zh_TW/Dell-%E6%88%B4%E7%88%BE-24-%E8%9E%A2%E5%B9%95-ComfortView/product-reviews/B096T36G8L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,GS,3.0,2023-05-04 00:00:00,美國,,"The monitor is excellent.

Of the three cables delivered with the monitor, none is useful, hower. The power cable is very short and the two others do not connect the monitor to my laptop.

It would be better to sell the monitor without cables and suggest a choice of cables that are suitable to the buyer's setup. The current solution of sending three default cables creates a lot of unnecessary trash (unused cables) and extra cost to buyers.",2,樣式: 監視器
